rank,name,link,symbol,feixiaohao,volume-usd,website,chat,date,exchangeNumber
1124,FairGame,https://coinmarketcap.com/currencies/fairgame/,FAIR,https://www.feixiaohao.com/currencies/fairgame/,2345560.0,https://fair.game/,https://t.me/fairgameonline,2018-01-11,3
1125,HTMLCOIN,https://coinmarketcap.com/currencies/html-coin/,HTML,https://www.feixiaohao.com/currencies/html-coin/,2243820.0,"http://www.htmlcoin.com/ , https://htmlcoin.business/",https://t.me/htmlcoinofficial,2017-12-28,3
1126,Kubera Coin,https://coinmarketcap.com/currencies/kubera-coin/,KBR,https://www.feixiaohao.com/currencies/kubera-coin/,2168050.0,https://kuberacoin.com/,https://kuberacoin.slack.com/,2017-12-12,2
1127,EchoLink,https://coinmarketcap.com/currencies/echolink/,EKO,https://www.feixiaohao.com/currencies/echolink/,2120990.0,https://echolink.info/,https://t.me/EcholinkOfficial,2018-01-15,1
1128,Ignis,https://coinmarketcap.com/currencies/ignis/,IGNIS,https://www.feixiaohao.com/currencies/ignis/,2060700.0,"https://www.jelurida.com/ico , https://www.jelurida.com",,2017-12-14,3
1129,Bitcoin Atom [Futures],https://coinmarketcap.com/currencies/bitcoin-atom/,BCA,https://www.feixiaohao.com/currencies/bitcoin-atom/,1970660.0,https://bitcoinatom.io/,http://t.me/bitcoinatom,2018-01-12,1
1130,SophiaTX,https://coinmarketcap.com/currencies/sophiatx/,SPHTX,https://www.feixiaohao.com/currencies/sophiatx/,1956990.0,https://www.sophiatx.com/,http://t.me/sophia_TX_com,2017-12-26,2
1131,Aigang,https://coinmarketcap.com/currencies/aigang/,AIX,https://www.feixiaohao.com/currencies/aigang/,1908510.0,https://aigang.network/,https://t.me/aigangnetwork,2018-01-11,1
1132,COMSA [ETH],https://coinmarketcap.com/currencies/comsa-eth/,CMS,https://www.feixiaohao.com/currencies/comsa-eth/,1852430.0,https://comsa.io/en/,https://t.me/comsaio,2017-12-14,0
1133,Hyper Pay,https://coinmarketcap.com/currencies/hyper-pay/,HPY,https://www.feixiaohao.com/currencies/hyper-pay/,1821580.0,http://hyperpay.tech/,,2017-12-31,0
1134,RealChain,https://coinmarketcap.com/currencies/realchain/,RCT,https://www.feixiaohao.com/currencies/realchain/,1557900.0,http://rcfund.org/,"https://t.me/realchain , https://t.me/realchain",,
1135,ugChain,https://coinmarketcap.com/currencies/ugchain/,UGC,https://www.feixiaohao.com/currencies/ugchain/,1488520.0,http://www.ugchain.com/,"https://t.me/ugChainOfficial , https://t.me/ugChainchat",2018-01-13,2
1136,Qbao,https://coinmarketcap.com/currencies/qbao/,QBT,https://www.feixiaohao.com/currencies/qbao/,1469820.0,https://qbao.fund,"https://t.me/QbaofoundationEn , https://t.me/Qbaofoundation",2017-12-03,7
1137,Cappasity,https://coinmarketcap.com/currencies/cappasity/,CAPP,https://www.feixiaohao.com/currencies/cappasity/,1461330.0,"https://artoken.io/ , https://cappasity.com/",https://t.me/artoken,2017-12-07,1
1138,MOAC,https://coinmarketcap.com/currencies/moac/,MOAC,https://www.feixiaohao.com/currencies/moac/,1343030.0,http://moac.io/,https://moac-chain.slack.com/,2018-01-15,4
1139,COMSA [XEM],https://coinmarketcap.com/currencies/comsa-xem/,CMS,https://www.feixiaohao.com/currencies/comsa-xem/,1089950.0,https://comsa.io/en/,"https://t.me/comsaio , https://t.me/comsajapan",2017-12-14,0
1140,SegWit2x,https://coinmarketcap.com/currencies/segwit2x/,B2X,https://www.feixiaohao.com/currencies/segwit2x/,1078340.0,http://b2x-segwit.io/,"https://t.me/Segwit2Xfork , https://t.me/Segwit2_X",2017-10-21,5
1141,Viuly,https://coinmarketcap.com/currencies/viuly/,VIU,https://www.feixiaohao.com/currencies/viuly/,1048630.0,"https://viuly.io/ , https://viuly.com/",https://t.me/ViulyOfficial,2017-11-20,3
1142,AWARE,https://coinmarketcap.com/currencies/aware/,AWR,https://www.feixiaohao.com/currencies/aware/,952127.0,"http://www.aware.bi/ , https://www.aware.bi/",https://t.me/AWARECn,2018-01-14,2
1143,Fargocoin,https://coinmarketcap.com/currencies/fargocoin/,FRGC,https://www.feixiaohao.com/currencies/fargocoin/,945725.0,https://fargocoin.org/,,,2
1144,OneRoot Network,https://coinmarketcap.com/currencies/oneroot-network/,RNT,https://www.feixiaohao.com/currencies/oneroot-network/,909558.0,https://www.oneroot.io/en,https://t.me/OneRootProject,2018-01-15,0
1145,Filecoin [Futures],https://coinmarketcap.com/currencies/filecoin/,FIL,https://www.feixiaohao.com/currencies/filecoin/,862156.0,"https://filecoin.io/ , https://protocol.ai",,2017-12-14,1
1146,UG Token,https://coinmarketcap.com/currencies/ug-token/,UGT,https://www.feixiaohao.com/currencies/ug-token/,858543.0,https://ugchain.org/,,2017-08-31,1
1147,BigONE Token,https://coinmarketcap.com/currencies/bigone-token/,BIG,https://www.feixiaohao.com/currencies/bigone-token/,829117.0,"https://big.one/ , https://help.big.one/hc/en-us/articles/115004591733-BIG",,2017-12-30,0
1148,AICHAIN,https://coinmarketcap.com/currencies/aichain/,AIT,https://www.feixiaohao.com/currencies/aichain/,826755.0,http://www.aichainnews.com/,https://t.me/ait_cn,,
1149,POLY AI,https://coinmarketcap.com/currencies/poly-ai/,AI,https://www.feixiaohao.com/currencies/poly-ai/,779774.0,https://polynetwork.org/,,2017-11-25,3
1150,United Bitcoin,https://coinmarketcap.com/currencies/united-bitcoin/,UBTC,https://www.feixiaohao.com/currencies/united-bitcoin/,770099.0,http://ub.com/,,2017-12-19,0
1151,Measurable Data Token,https://coinmarketcap.com/currencies/measurable-data-token/,MDT,https://www.feixiaohao.com/currencies/measurable-data-token/,755310.0,https://www.mdt.co/,https://t.me/measurabledata,,
1152,Cyder,https://coinmarketcap.com/currencies/cyder/,CYDER,https://www.feixiaohao.com/currencies/cyder/,751947.0,http://cydercoin.com/,https://t.me/cydercoin,2017-09-07,1
1153,Safe Trade Coin,https://coinmarketcap.com/currencies/safe-trade-coin/,XSTC,https://www.feixiaohao.com/currencies/safe-trade-coin/,740817.0,http://safetrade.co.in/,,,1
1154,Maker,https://coinmarketcap.com/currencies/maker/,MKR,https://www.feixiaohao.com/currencies/maker/,613188.0,https://makerdao.com/,,,3
1155,Rebellious,https://coinmarketcap.com/currencies/rebellious/,REBL,https://www.feixiaohao.com/currencies/rebellious/,563941.0,https://www.rebellious.io/,"https://t.me/RebelliousCoin , https://discordapp.com/invite/q4yBxct",2018-01-11,1
1156,Qube,https://coinmarketcap.com/currencies/qube/,QUBE,https://www.feixiaohao.com/currencies/qube/,551350.0,http://www.qube.vip/,,2018-01-16,1
1157,Infinitecoin,https://coinmarketcap.com/currencies/infinitecoin/,IFC,https://www.feixiaohao.com/currencies/infinitecoin/,545470.0,http://www.infiniteco.in,,2013-06-05,6
1158,LLToken,https://coinmarketcap.com/currencies/lltoken/,LLT,https://www.feixiaohao.com/currencies/lltoken/,536058.0,https://www.lltoken.com/,,2017-08-30,8
1159,EtherDelta Token,https://coinmarketcap.com/currencies/etherdelta-token/,EDT,https://www.feixiaohao.com/currencies/etherdelta-token/,531131.0,"https://crowdsale.etherdelta.com/ , https://etherdelta.com/",,2018-01-16,1
1160,InvestDigital,https://coinmarketcap.com/currencies/investdigital/,IDT,https://www.feixiaohao.com/currencies/investdigital/,528910.0,https://investdigital.info/,,2018-01-16,1
1161,Telcoin,https://coinmarketcap.com/currencies/telcoin/,TEL,https://www.feixiaohao.com/currencies/telcoin/,517137.0,https://www.telco.in/,https://t.me/telcoincommunity,2018-01-14,0
1162,Coinlancer,https://coinmarketcap.com/currencies/coinlancer/,CL,https://www.feixiaohao.com/currencies/coinlancer/,490616.0,https://www.coinlancer.io/,https://t.me/Coinlancer,2018-01-09,2
1163,InfChain,https://coinmarketcap.com/currencies/infchain/,INF,https://www.feixiaohao.com/currencies/infchain/,483742.0,http://www.infchain.com/index-en.html,,2017-08-13,6
1164,ATN,https://coinmarketcap.com/currencies/atn/,ATN,https://www.feixiaohao.com/currencies/atn/,481358.0,https://atn.io/,https://t.me/ATN_Blockchain,,
1165,BitDegree,https://coinmarketcap.com/currencies/bitdegree/,BDG,https://www.feixiaohao.com/currencies/bitdegree/,477872.0,https://www.bitdegree.org/,https://t.me/bitdegree,2018-01-12,1
1166,Ethorse,https://coinmarketcap.com/currencies/ethorse/,HORSE,https://www.feixiaohao.com/currencies/ethorse/,474428.0,https://ethorse.com/,https://telegram.me/ethorse,2018-01-16,0
1167,HomeBlockCoin,https://coinmarketcap.com/currencies/homeblockcoin/,HBC,https://www.feixiaohao.com/currencies/homeblockcoin/,464960.0,https://www.homeblockcoin.com/,https://t.me/HomeBlockCoin,2017-12-28,0
1168,CFun,https://coinmarketcap.com/currencies/cfun/,CFUN,https://www.feixiaohao.com/currencies/cfun/,438350.0,https://www.cfunproject.com/,,2018-01-10,3
1169,Hackspace Capital,https://coinmarketcap.com/currencies/hackspace-capital/,HAC,https://www.feixiaohao.com/currencies/hackspace-capital/,435748.0,https://hackspace.capital/,https://t.me/joinchat/Askr5UMsqSY43VQKFoS-kQ,2018-01-15,2
1170,EA Coin,https://coinmarketcap.com/currencies/ea-coin/,EAG,https://www.feixiaohao.com/currencies/ea-coin/,421406.0,"https://www.eacoin.io/ , https://www.eacapital.org/",,2017-11-17,2
1171,ClubCoin,https://coinmarketcap.com/currencies/clubcoin/,CLUB,https://www.feixiaohao.com/currencies/clubcoin/,400231.0,http://clubcoin.co/,,,3
1172,BitSoar,https://coinmarketcap.com/currencies/bitsoar/,BSR,https://www.feixiaohao.com/currencies/bitsoar/,373138.0,http://bitsoar.com/,,2017-10-18,1
1173,DavorCoin,https://coinmarketcap.com/currencies/davorcoin/,DAV,https://www.feixiaohao.com/currencies/davorcoin/,369291.0,https://davor.io/,https://t.me/officialdavorcoin,2017-12-19,1
1174,B3Coin,https://coinmarketcap.com/currencies/b3coin/,B3,https://www.feixiaohao.com/currencies/b3coin/,336335.0,http://b3coin.io/,https://discordapp.com/invite/ARpuv79,,1
1175,Mixin,https://coinmarketcap.com/currencies/mixin/,XIN,https://www.feixiaohao.com/currencies/mixin/,324486.0,https://mixin.one/,,2018-01-09,1
1176,TerraNova,https://coinmarketcap.com/currencies/terranova/,TER,https://www.feixiaohao.com/currencies/terranova/,307012.0,,,2017-07-16,3
1177,StrongHands,https://coinmarketcap.com/currencies/stronghands/,SHND,https://www.feixiaohao.com/currencies/stronghands/,298785.0,http://stronghands.github.io/,"https://t.me/stronghands , https://discord.gg/rts5QPQ",,3
1178,Polis,https://coinmarketcap.com/currencies/polis/,POLIS,https://www.feixiaohao.com/currencies/polis/,295235.0,https://polispay.org/,https://discord.gg/gwhHv8U,2018-01-10,1
1179,BitSerial,https://coinmarketcap.com/currencies/bitserial/,BTE,https://www.feixiaohao.com/currencies/bitserial/,287050.0,https://bitserial.io/,,2017-11-20,5
1180,Vezt,https://coinmarketcap.com/currencies/vezt/,VZT,https://www.feixiaohao.com/currencies/vezt/,275693.0,https://vezt.co/,https://t.me/joinchat/F_38d0NlVp_oQfB0S5u1Fg,2018-01-12,2
1181,Numus,https://coinmarketcap.com/currencies/numus/,NMS,https://www.feixiaohao.com/currencies/numus/,264506.0,http://numus.cash/,https://discord.gg/8BSQerW,,
1182,Jingtum Tech,https://coinmarketcap.com/currencies/jingtum-tech/,SWTC,https://www.feixiaohao.com/currencies/jingtum-tech/,254887.0,https://www.jingtum.com/,,,
1183,Bankex,https://coinmarketcap.com/currencies/bankex/,BKX,https://www.feixiaohao.com/currencies/bankex/,243463.0,https://bankex.com/en/,https://t.me/bankex,2018-01-13,0
1184,Sphre AIR ,https://coinmarketcap.com/currencies/sphre-air/,XID,https://www.feixiaohao.com/currencies/sphre-air/,196113.0,http://www.sphre.co/,http://www.telegram.me/airplatform,2017-07-12,2
1185,TokenClub,https://coinmarketcap.com/currencies/tokenclub/,TCT,https://www.feixiaohao.com/currencies/tokenclub/,187916.0,http://www.tokenclub.com/,https://t.me/token_club,2018-01-11,3
1186,Lightning Bitcoin [Futures],https://coinmarketcap.com/currencies/lightning-bitcoin/,LBTC,https://www.feixiaohao.com/currencies/lightning-bitcoin/,176606.0,http://lbtc.io/,https://twitter.com/LightningBTC,2018-01-03,0
1187,GOLD Reward Token,https://coinmarketcap.com/currencies/gold-reward-token/,GRX,https://www.feixiaohao.com/currencies/gold-reward-token/,175551.0,https://goldreward.io/,https://t.me/joinchat/AAAAAEH3O3kOexOTBEuZFg,2017-11-18,3
1188,StrikeBitClub,https://coinmarketcap.com/currencies/strikebitclub/,SBC,https://www.feixiaohao.com/currencies/strikebitclub/,160223.0,"https://strikebitclub.com/ , https://sbccoin.io/",,2017-12-09,2
1189,Infinity Economics,https://coinmarketcap.com/currencies/infinity-economics/,XIN,https://www.feixiaohao.com/currencies/infinity-economics/,158884.0,http://www.infinity-economics.org/,,2017-10-03,1
1190,Uquid Coin,https://coinmarketcap.com/currencies/uquid-coin/,UQC,https://www.feixiaohao.com/currencies/uquid-coin/,153095.0,https://uquidcoin.com/,https://t.me/uquidcoin,2017-12-14,2
1191,WETH,https://coinmarketcap.com/currencies/weth/,WETH,https://www.feixiaohao.com/currencies/weth/,133991.0,https://weth.io/,,2018-01-14,0
1192,DIMCOIN,https://coinmarketcap.com/currencies/dimcoin/,DIM,https://www.feixiaohao.com/currencies/dimcoin/,126817.0,"https://dim.foundation/ , https://www.dimcoin.io/","https://t.me/dimcoinICO , https://t.me/dimcoin",2017-12-27,1
1193,Tokugawa,https://coinmarketcap.com/currencies/tokugawa/,TOK,https://www.feixiaohao.com/currencies/tokugawa/,125045.0,http://www.tokugawacoin.com/,,2017-12-11,1
1194,Bitcoin God,https://coinmarketcap.com/currencies/bitcoin-god/,GOD,https://www.feixiaohao.com/currencies/bitcoin-god/,124891.0,https://www.bitcoingod.org/,https://t.me/joinchat/HVP0kBBx-murObE3hpv7HA,2018-01-11,4
1195,HTML5COIN,https://coinmarketcap.com/currencies/htmlcoin/,HTML5,https://www.feixiaohao.com/currencies/htmlcoin/,123580.0,http://www.htmlcoin.com,https://t.me/htmlcoinofficial,,1
1196,Zap,https://coinmarketcap.com/currencies/zap/,ZAP,https://www.feixiaohao.com/currencies/zap/,119433.0,http://www.zap.org/,https://t.me/ZapStore,2018-01-11,3
1197,BOScoin,https://coinmarketcap.com/currencies/boscoin/,BOS,https://www.feixiaohao.com/currencies/boscoin/,112463.0,https://boscoin.io/,https://slack-boscoin.herokuapp.com/,2017-10-27,1
1198,TOKYO,https://coinmarketcap.com/currencies/tokyo/,TOKC,https://www.feixiaohao.com/currencies/tokyo/,111362.0,,"https://t.me/tokyocoingroup , https://t.me/tokyocoin",2018-01-16,1
1199,Karma,https://coinmarketcap.com/currencies/karma/,KRM,https://www.feixiaohao.com/currencies/karma/,111286.0,https://karma.red/,"https://t.me/karmaprojecten , https://t.me/karmawithgeorge",2018-01-12,1
1200,Cloud,https://coinmarketcap.com/currencies/cloud/,CLD,https://www.feixiaohao.com/currencies/cloud/,90276.7,"https://cloudwith.me/ , https://token.cloudwith.me/",,2018-01-12,2
1201,Harvest Masternode Coin,https://coinmarketcap.com/currencies/harvest-masternode-coin/,HC,https://www.feixiaohao.com/currencies/harvest-masternode-coin/,89704.0,https://www.harvestcoin.org/,https://t.me/harvestcoin,2018-01-16,1
1202,CryptopiaFeeShares,https://coinmarketcap.com/currencies/cryptopiafeeshares/,CEFS,https://www.feixiaohao.com/currencies/cryptopiafeeshares/,88111.0,,,2018-01-09,1
1203,GET Protocol,https://coinmarketcap.com/currencies/guts-tickets/,GET,https://www.feixiaohao.com/currencies/guts-tickets/,87835.3,https://guts.tickets/,https://t.me/getprotocol,2018-01-09,0
1204,Golos Gold,https://coinmarketcap.com/currencies/golos-gold/,GBG,https://www.feixiaohao.com/currencies/golos-gold/,87101.6,https://golos.io/,,,2
1205,Bitair,https://coinmarketcap.com/currencies/bitair/,BTCA,https://www.feixiaohao.com/currencies/bitair/,85694.2,https://www.bitair.io/,https://bitairicogroupchat.slack.com/,2017-12-17,1
1206,United Traders Token,https://coinmarketcap.com/currencies/uttoken/,UTT,https://www.feixiaohao.com/currencies/uttoken/,85064.4,https://uttoken.io/,https://t.me/uttokenchannel,2018-01-11,1
1207,TIES Network,https://coinmarketcap.com/currencies/ties-network/,TIE,https://www.feixiaohao.com/currencies/ties-network/,83103.8,https://ties.network/,"https://t.me/tiesnetwork , https://slack.ties.network/",2017-11-10,2
1208,Kzcash,https://coinmarketcap.com/currencies/kzcash/,KZC,https://www.feixiaohao.com/currencies/kzcash/,82704.8,https://kzcash.kz/,https://t.me/KZCashCommunity,2018-01-12,1
1209,PlusCoin,https://coinmarketcap.com/currencies/pluscoin/,PLC,https://www.feixiaohao.com/currencies/pluscoin/,81739.4,https://pluscoin.io/,"https://t.me/PlusCoinENG , https://join.slack.com/t/pluscointeam/shared_invite/MjM3ODY2MDU1MDc5LTE1MDQ2NzcxOTEtZDQwMzU5NDZkZA",2017-11-17,3
1210,MagicCoin,https://coinmarketcap.com/currencies/magiccoin/,MAGE,https://www.feixiaohao.com/currencies/magiccoin/,77973.9,https://magiccoin.io/,,2017-12-07,1
1211,Escroco,https://coinmarketcap.com/currencies/escoro/,ESC,https://www.feixiaohao.com/currencies/escoro/,75960.0,https://escroco.co/,,2018-01-04,1
1212,Spectre.ai Dividend Token,https://coinmarketcap.com/currencies/spectre-dividend/,SXDT,https://www.feixiaohao.com/currencies/spectre-dividend/,75921.6,http://www.spectre.ai/,https://t.me/joinchat/FlBl_UORqQZo-FbiPkHikA,2018-01-12,0
1213,NEO GOLD,https://coinmarketcap.com/currencies/neo-gold/,NEOG,https://www.feixiaohao.com/currencies/neo-gold/,73366.8,http://neo-gold.ulcraft.com/,https://t.me/neogold,2017-11-12,3
1214,Galactrum,https://coinmarketcap.com/currencies/galactrum/,ORE,https://www.feixiaohao.com/currencies/galactrum/,72770.1,https://galactrum.org/,https://discord.gg/zQcPK9G,2018-01-16,1
1215,BlockCDN,https://coinmarketcap.com/currencies/blockcdn/,BCDN,https://www.feixiaohao.com/currencies/blockcdn/,69654.8,http://www.blockcdn.org/,"https://discord.gg/6NYqvEU , https://t.me/blockcdn",2017-12-07,2
1216,Ignition,https://coinmarketcap.com/currencies/ignition/,IC,https://www.feixiaohao.com/currencies/ignition/,68430.2,https://www.ignitioncoin.org/,https://discordapp.com/invite/rfDSdgQ,2018-01-14,2
1217,Swisscoin,https://coinmarketcap.com/currencies/swisscoin/,SIC,https://www.feixiaohao.com/currencies/swisscoin/,57975.8,https://swisscoin.eu/,,2016-06-03,3
1218,Cryptopay,https://coinmarketcap.com/currencies/cryptopay/,CPAY,https://www.feixiaohao.com/currencies/cryptopay/,50159.8,"https://cryptopay.me/ , https://ico.cryptopay.me/",https://t.me/cryptopayico,2017-12-28,1
1219,GameChain System,https://coinmarketcap.com/currencies/gamechain/,GCS,https://www.feixiaohao.com/currencies/gamechain/,49541.0,https://blockchain.game/,,2018-01-09,4
1220,SafeCoin,https://coinmarketcap.com/currencies/safecoin/,SFE,https://www.feixiaohao.com/currencies/safecoin/,43915.1,,,,1
1221,FidentiaX,https://coinmarketcap.com/currencies/fidentiax/,FDX,https://www.feixiaohao.com/currencies/fidentiax/,41507.4,https://www.fidentiax.com/,https://t.me/fidentiaX,2018-01-02,3
1222,OP Coin,https://coinmarketcap.com/currencies/op-coin/,OPC,https://www.feixiaohao.com/currencies/op-coin/,41457.3,http://opcoin.info/,https://discord.gg/b7rWB6n,2018-01-09,1
1223,FAPcoin,https://coinmarketcap.com/currencies/fapcoin/,FAP,https://www.feixiaohao.com/currencies/fapcoin/,36959.2,http://fapcoin.io/,https://discord.gg/tfuqMSA,2017-10-30,2
1224,LiteCoin Gold,https://coinmarketcap.com/currencies/litecoin-gold/,LTG,https://www.feixiaohao.com/currencies/litecoin-gold/,36402.7,http://www.litecoingold.info/,,2017-10-25,2
1225,PlexCoin,https://coinmarketcap.com/currencies/plexcoin/,PLX,https://www.feixiaohao.com/currencies/plexcoin/,35935.4,https://www.plexcoin.com/,https://t.me/plex_live,2017-11-26,2
1226,ZenGold,https://coinmarketcap.com/currencies/zengold/,ZENGOLD,https://www.feixiaohao.com/currencies/zengold/,34630.1,http://www.zengold.org/,,,1
1227,VPNCoin,https://coinmarketcap.com/currencies/vpncoin/,VASH,https://www.feixiaohao.com/currencies/vpncoin/,33462.0,http://www.bitnet.cc/,,,1
1228,Protean,https://coinmarketcap.com/currencies/protean/,PRN,https://www.feixiaohao.com/currencies/protean/,33345.4,http://www.proteania.com/,,2017-08-25,1
1229,Leverj,https://coinmarketcap.com/currencies/leverj/,LEV,https://www.feixiaohao.com/currencies/leverj/,31159.6,https://www.leverj.io/,https://t.me/joinchat/C-gLzkMqKr1zmoeS-ZQePg,2018-01-12,1
1230,HODL Bucks,https://coinmarketcap.com/currencies/hodl-bucks/,HDLB,https://www.feixiaohao.com/currencies/hodl-bucks/,30025.9,http://www.hodlbucks.com/,,2017-09-30,1
1231,High Gain,https://coinmarketcap.com/currencies/high-gain/,HIGH,https://www.feixiaohao.com/currencies/high-gain/,29530.4,http://www.highgain.ltd/,,2017-11-03,1
1232,Pylon Network,https://coinmarketcap.com/currencies/pylon-network/,PYLNT,https://www.feixiaohao.com/currencies/pylon-network/,28577.6,https://pylon-network.org/,https://t.me/pylonnetworkofficialtelegram,2017-12-31,1
1233,Suretly,https://coinmarketcap.com/currencies/suretly/,SUR,https://www.feixiaohao.com/currencies/suretly/,28262.7,https://www.suretly.com/,,2017-08-31,2
1234,ZSEcoin,https://coinmarketcap.com/currencies/zsecoin/,ZSE,https://www.feixiaohao.com/currencies/zsecoin/,27744.5,https://zsecoin.com/,,,2
1235,Phantomx,https://coinmarketcap.com/currencies/phantomx/,PNX,https://www.feixiaohao.com/currencies/phantomx/,26398.6,https://phantomx.co/,https://t.me/joinchat/GuzdQUN9fdpX3fSJ4bqWTQ,2017-11-21,1
1236,Musiconomi,https://coinmarketcap.com/currencies/musiconomi/,MCI,https://www.feixiaohao.com/currencies/musiconomi/,26154.9,https://musiconomi.com/,https://musiconomi.slack.com,2017-09-30,2
1237,EXRNchain,https://coinmarketcap.com/currencies/exrnchain/,EXRN,https://www.feixiaohao.com/currencies/exrnchain/,24409.9,https://exrnchain.com/,https://t.me/joinchat/G9VCdRBHfrLMp9EpG7kWRQ,2017-10-26,1
1238,Storjcoin X,https://coinmarketcap.com/currencies/storjcoin-x/,SJCX,https://www.feixiaohao.com/currencies/storjcoin-x/,23536.3,http://storj.io,http://slack.storj.io,,1
1239,Spectre.ai Utility Token,https://coinmarketcap.com/currencies/spectre-utility/,SXUT,https://www.feixiaohao.com/currencies/spectre-utility/,22864.6,http://www.spectre.ai/,https://t.me/joinchat/FlBl_UORqQZo-FbiPkHikA,2018-01-12,0
1240,XTD Coin,https://coinmarketcap.com/currencies/xtd-coin/,XTD,https://www.feixiaohao.com/currencies/xtd-coin/,21652.5,,,2017-08-24,1
1241,MSD,https://coinmarketcap.com/currencies/msd/,MSD,https://www.feixiaohao.com/currencies/msd/,21110.2,https://mymsdspace.com/,https://t.me/MsdCommunity,2017-10-02,1
1242,Antimatter,https://coinmarketcap.com/currencies/antimatter/,ANTX,https://www.feixiaohao.com/currencies/antimatter/,19852.2,,,2017-06-26,1
1243,Wowcoin,https://coinmarketcap.com/currencies/wowcoin/,WOW,https://www.feixiaohao.com/currencies/wowcoin/,18044.1,,,,1
1244,EDRCoin,https://coinmarketcap.com/currencies/edrcoin/,EDRC,https://www.feixiaohao.com/currencies/edrcoin/,15368.7,https://edrcoin.com/,,,3
1245,Cash Poker Pro,https://coinmarketcap.com/currencies/cash-poker-pro/,CASH,https://www.feixiaohao.com/currencies/cash-poker-pro/,14944.8,https://cashpokerpro.io/,https://t.me/cashpokerpro,2017-10-29,0
1246,Fazzcoin,https://coinmarketcap.com/currencies/fazzcoin/,FAZZ,https://www.feixiaohao.com/currencies/fazzcoin/,14612.6,http://fazzcoin.org/,,,3
1247,iQuant,https://coinmarketcap.com/currencies/iquant/,IQT,https://www.feixiaohao.com/currencies/iquant/,14573.8,http://www.5iquant.org/,https://t.me/joinchat/Gb_-VkNbQxOWML3GfT9yGA,2017-09-20,4
1248,T-coin,https://coinmarketcap.com/currencies/t-coin/,TCOIN,https://www.feixiaohao.com/currencies/t-coin/,14144.0,http://www.trcplatform.com/,,,2
1249,SISA,https://coinmarketcap.com/currencies/sisa/,SISA,https://www.feixiaohao.com/currencies/sisa/,13992.4,https://sisa.fund/,"https://t.me/teamSISA , https://teamsisa.slack.com/",2017-11-17,3
1250,Starbase,https://coinmarketcap.com/currencies/starbase/,STAR,https://www.feixiaohao.com/currencies/starbase/,13909.0,https://starbase.co/,https://starbase.rocket.chat/,2017-12-19,2
1251,Global Jobcoin,https://coinmarketcap.com/currencies/global-jobcoin/,GJC,https://www.feixiaohao.com/currencies/global-jobcoin/,13075.7,https://www.globaljobcoin.com/,,2018-01-15,0
1252,Zilbercoin,https://coinmarketcap.com/currencies/zilbercoin/,ZBC,https://www.feixiaohao.com/currencies/zilbercoin/,12974.1,http://zilbercoin.space/,,,1
1253,Wi Coin,https://coinmarketcap.com/currencies/wi-coin/,WIC,https://www.feixiaohao.com/currencies/wi-coin/,12910.0,https://www.cryptowi.com/,https://t.me/WiCoin,2017-09-24,6
1254,Aces,https://coinmarketcap.com/currencies/aces/,ACES,https://www.feixiaohao.com/currencies/aces/,12168.7,,,,2
1255,Bitok,https://coinmarketcap.com/currencies/bitok/,BITOK,https://www.feixiaohao.com/currencies/bitok/,11857.0,http://bitok.online/,,2017-06-25,1
1256,SIGMAcoin,https://coinmarketcap.com/currencies/sigmacoin/,SIGMA,https://www.feixiaohao.com/currencies/sigmacoin/,11296.8,http://www.sigmacoin.org/,,2017-08-28,1
1257,BlazerCoin,https://coinmarketcap.com/currencies/blazercoin/,BLAZR,https://www.feixiaohao.com/currencies/blazercoin/,10816.4,http://blazercoin.cf/,,,2
1258,Rcoin,https://coinmarketcap.com/currencies/rcoin/,RCN,https://www.feixiaohao.com/currencies/rcoin/,10715.0,http://www.rcoineu.com/,,,1
1259,NumusCash,https://coinmarketcap.com/currencies/numuscash/,NUMUS,https://www.feixiaohao.com/currencies/numuscash/,10693.7,http://www.numuscash.com/,,,
1260,Triaconta,https://coinmarketcap.com/currencies/triaconta/,TRIA,https://www.feixiaohao.com/currencies/triaconta/,10440.8,https://triaconta.com/,https://t.me/joinchat/GJvc6AyQQtKKkjzjq-cbZw,,
1261,India Coin,https://coinmarketcap.com/currencies/india-coin/,INDIA,https://www.feixiaohao.com/currencies/india-coin/,9102.48,https://www.indiacoin.club/,,2017-09-30,1
1262,eGold,https://coinmarketcap.com/currencies/egold/,EGOLD,https://www.feixiaohao.com/currencies/egold/,8938.56,https://egoldtoken.org/,https://t.me/eGoldToken,2017-11-02,3
1263,Animecoin,https://coinmarketcap.com/currencies/animecoin/,ANI,https://www.feixiaohao.com/currencies/animecoin/,8679.11,http://anime-coin.com/,,,1
1264,BTCMoon,https://coinmarketcap.com/currencies/btcmoon/,BTCM,https://www.feixiaohao.com/currencies/btcmoon/,8632.69,https://btcmoon.info/,,2017-10-30,3
1265,SHACoin,https://coinmarketcap.com/currencies/shacoin/,SHA,https://www.feixiaohao.com/currencies/shacoin/,8432.67,"http://www.shacoin2.com/ , http://shacoin.org/",,,1
