rank,name,link,symbol,website,chat
702,BritCoin,https://coinmarketcap.com/currencies/britcoin/,BRIT,http://britcoin.xyz/,https://kiwiirc.com/client/irc.freenode.net/?#britcoin
703,Eternity,https://coinmarketcap.com/currencies/eternity/,ENT,http://ent.eternity-group.org/,
704,CryptoCarbon,https://coinmarketcap.com/currencies/cryptocarbon/,CCRB,https://cryptocarbon.co.uk/,
705,Opal,https://coinmarketcap.com/currencies/opal/,OPAL,http://www.opal-coin.com,
706,SuperCoin,https://coinmarketcap.com/currencies/supercoin/,SUPER,https://supercoin.nl/,
707,AltCommunity Coin,https://coinmarketcap.com/currencies/altcommunity-coin/,ALTCOM,http://altcoincommunity.co/,https://discord.gg/8bY2rjX
708,WhaleCoin,https://coinmarketcap.com/currencies/whalecoin/,WHL,https://whalecoin.org/,
709,Giga Watt Token,https://coinmarketcap.com/currencies/giga-watt-token/,WTT,https://cryptonomos.com/wtt/,https://t.me/wtt_token
710,Triangles,https://coinmarketcap.com/currencies/triangles/,TRI,https://www.triangles.network/,https://discordapp.com/invite/F8vw8E
711,8Bit,https://coinmarketcap.com/currencies/8bit/,8BIT,http://www.8-bit.ga/,
712,Prototanium,https://coinmarketcap.com/currencies/prototanium/,PR,http://prototanium.uno/,
713,Dix Asset,https://coinmarketcap.com/currencies/dix-asset/,DIX,http://dixasset.wixsite.com/dixasset,
714,Pascal Lite,https://coinmarketcap.com/currencies/pascal-lite/,PASL,https://pascallite.com/,
715,Ammo Reloaded,https://coinmarketcap.com/currencies/ammo-rewards/,AMMO,http://ammoreloaded.io/,https://discord.gg/E3cWfkx
716,Dashcoin,https://coinmarketcap.com/currencies/dashcoin/,DSH,http://dashcoin.info/,
717,PoSToken,https://coinmarketcap.com/currencies/postoken/,POS,https://postoken.org/,https://t.me/PoSToken
718,Happycoin,https://coinmarketcap.com/currencies/happycoin/,HPC,http://happycointech.org/,
719,KushCoin,https://coinmarketcap.com/currencies/kushcoin/,KUSH,https://kushcoin.co,
720,YENTEN,https://coinmarketcap.com/currencies/yenten/,YTN,https://conan-equal-newone.github.io/yenten/,
721,Signatum,https://coinmarketcap.com/currencies/signatum/,SIGT,https://signatum.org/,
722,Truckcoin,https://coinmarketcap.com/currencies/truckcoin/,TRK,http://truckcoin.net,
723,EOT Token,https://coinmarketcap.com/currencies/eot-token/,EOT,http://eottoken.com/,
724,Ethereum Dark,https://coinmarketcap.com/currencies/ethereum-dark/,ETHD,https://www.ethereumdark.net/,
725,Trident Group,https://coinmarketcap.com/currencies/trident/,TRDT,https://www.tridentgroup.io/,"https://t.me/TridentCommunity , https://t.me/tridentgroup"
726,Phoenixcoin,https://coinmarketcap.com/currencies/phoenixcoin/,PXC,http://phoenixcoin.org/,
727,GoldBlocks,https://coinmarketcap.com/currencies/goldblocks/,GB,http://goldblocks.eu/,
728,PlatinumBAR,https://coinmarketcap.com/currencies/platinumbar/,XPTX,http://platinumbar.io,
729,GoldReserve,https://coinmarketcap.com/currencies/goldreserve/,XGR,http://www.goldreservecoin.com/,
730,Monkey Project,https://coinmarketcap.com/currencies/monkey-project/,MONK,http://monkey.community/,https://discord.gg/wTaF6qZ
731,RedCoin,https://coinmarketcap.com/currencies/redcoin/,RED,http://redcoin.pw/,
732,BitCoal,https://coinmarketcap.com/currencies/bitcoal/,COAL,http://getbitcoal.org/,
733,Universe,https://coinmarketcap.com/currencies/universe/,UNI,http://unicoin.pw/,https://t.me/UniverseUNI
734,Onix,https://coinmarketcap.com/currencies/onix/,ONX,http://www.onixcoin.com/,https://t.me/onixcoin
735,FuzzBalls,https://coinmarketcap.com/currencies/fuzzballs/,FUZZ,http://www.fyi-koerier.nl/fuzzballs.htm,
736,FinCoin,https://coinmarketcap.com/currencies/fincoin/,FNC,http://fincoin.co/,
737,Ultimate Secure Cash,https://coinmarketcap.com/currencies/ultimate-secure-cash/,USC, http://ultimatesecurecash.info/,
738,OctoCoin,https://coinmarketcap.com/currencies/octocoin/,888,http://octocoinfoundation.org/,
739,Aricoin,https://coinmarketcap.com/currencies/aricoin/,ARI,https://aricoin.org/,
740,CannaCoin,https://coinmarketcap.com/currencies/cannacoin/,CCN,http://www.cannacoin.tech/,
741,Bitcurrency,https://coinmarketcap.com/currencies/bitcurrency/,BTCR,,
742,SwagBucks,https://coinmarketcap.com/currencies/swagbucks/,BUCKS,,
743,HiCoin,https://coinmarketcap.com/currencies/hicoin/,XHI,http://xhicoin.com/,
744,LiteBitcoin,https://coinmarketcap.com/currencies/litebitcoin/,LBTC,http://www.lbtc.info/,
745,Evil Coin,https://coinmarketcap.com/currencies/evil-coin/,EVIL,http://evilcoin.xyz/,
746,PureVidz,https://coinmarketcap.com/currencies/purevidz/,VIDZ,http://purevidz.net/,
747,Mincoin,https://coinmarketcap.com/currencies/mincoin/,MNC,https://www.mincoin.us/,
748,Tigercoin,https://coinmarketcap.com/currencies/tigercoin/,TGC,http://tigercoin.wordpress.com,
749,PayCoin,https://coinmarketcap.com/currencies/paycoin2/,XPY,http://www.paycoin.com,
750,Veltor,https://coinmarketcap.com/currencies/veltor/,VLT,,
751,LiteBar,https://coinmarketcap.com/currencies/litebar/,LTB,http://litebar.co/,
752,BERNcash,https://coinmarketcap.com/currencies/berncash/,BERN,http://berncoin.org/,
753,Unity Ingot,https://coinmarketcap.com/currencies/unity-ingot/,UNY,https://unityingot.com/,
754,Bankcoin,https://coinmarketcap.com/currencies/bankcoin/,B@,http://bankcoin.global/,
755,Sterlingcoin,https://coinmarketcap.com/currencies/sterlingcoin/,SLG,http://sterlingcoin.org/,
756,Pioneer Coin,https://coinmarketcap.com/currencies/pioneer-coin/,PCOIN,https://pioneercoin.com/,https://t.me/joinchat/F1zHDA2qvbmuxzCau5lSzQ
757,Sovereign Hero,https://coinmarketcap.com/currencies/sovereign-hero/,HERO,http://www.sovereignhero.com/,
758,BitAsean,https://coinmarketcap.com/currencies/bitasean/,BAS,https://www.bitasean.org/,
759,Litecoin Plus,https://coinmarketcap.com/currencies/litecoin-plus/,LCP,http://litecoinplus.co,
760,C-Bit,https://coinmarketcap.com/currencies/c-bit/,XCT,http://c-bit.me/,
761,Grimcoin,https://coinmarketcap.com/currencies/grimcoin/,GRIM,http://reaper.rocks/,https://discord.gg/uUQNf5G
762,Coin(O),https://coinmarketcap.com/currencies/coin/,CNO,http://coin-o-coin.com/,
763,808Coin,https://coinmarketcap.com/currencies/808coin/,808,http://808bass.space/,
764,Ratecoin,https://coinmarketcap.com/currencies/ratecoin/,XRA,https://stakeminers.com/ratecoin/ratecoin.html,
765,AmberCoin,https://coinmarketcap.com/currencies/ambercoin/,AMBER,http://ambercoin.info,
766,Mineum,https://coinmarketcap.com/currencies/mineum/,MNM,https://mineum.org/,
767,PostCoin,https://coinmarketcap.com/currencies/postcoin/,POST,https://postcoin.top/,https://telegram.me/postcoinofficial
768,UniCoin,https://coinmarketcap.com/currencies/unicoin/,UNIC,http://unicoins.tumblr.com/,
769,Senderon,https://coinmarketcap.com/currencies/senderon/,SDRN,https://www.senderon.org/,
770,MetalCoin,https://coinmarketcap.com/currencies/metalcoin/,METAL,http://www.metalmoshpit.com/,
771,Darsek,https://coinmarketcap.com/currencies/darsek/,KED,http://ked.scificrypto.info/,
772,MojoCoin,https://coinmarketcap.com/currencies/mojocoin/,MOJO,https://mojocoin.org/,
773,Bitcoin Fast,https://coinmarketcap.com/currencies/bitcoinfast/,BCF,http://bitcoinfast.co/,
774,DigiCube,https://coinmarketcap.com/currencies/digicube/,CUBE,http://www.freestaking.com,
775,Network Token,https://coinmarketcap.com/currencies/network-token/,NTWK,http://www.networktoken.io/,https://t.me/joinchat/F6uTcRGNAFiiD3nXBCQYMQ
776,Tattoocoin (Standard Edition),https://coinmarketcap.com/currencies/tattoocoin/,TSE,http://tattoocoin.net/,
777,Elcoin,https://coinmarketcap.com/currencies/elcoin-el/,EL,https://elcoin.space/,
778,BROTHER,https://coinmarketcap.com/currencies/brat/,BRAT,http://bro-consortium.io/,"https://t.me/brotherenglish , https://t.me/brotherrussia"
779,TagCoin,https://coinmarketcap.com/currencies/tagcoin/,TAG,http://tagcoin.org/,
780,Emerald Crypto,https://coinmarketcap.com/currencies/emerald/,EMD,http://www.emeraldcrypto.de/,
781,Fujinto,https://coinmarketcap.com/currencies/fujinto/,NTO,https://fujinto.io/,
782,SixEleven,https://coinmarketcap.com/currencies/sixeleven/,611,https://611project.org/,
783,iCoin,https://coinmarketcap.com/currencies/icoin/,ICN,http://www.icoin.world/,
784,Prime-XI,https://coinmarketcap.com/currencies/prime-xi/,PXI,https://primexi.com/,
785,VoteCoin,https://coinmarketcap.com/currencies/votecoin/,VOT,https://votecoin.site/,https://discord.gg/Xbz2egM
786,DigitalDevelopersFund,https://coinmarketcap.com/currencies/digital-developers-fund/,DDF,https://www.digitaldevelopersfund.com/,
787,SoonCoin,https://coinmarketcap.com/currencies/sooncoin/,SOON,http://www.sooncoin.com/,
788,Swing,https://coinmarketcap.com/currencies/swing/,SWING,,
789,GlobalToken,https://coinmarketcap.com/currencies/globaltoken/,GLT,http://globaltoken.org/,
790,Catcoin,https://coinmarketcap.com/currencies/catcoin/,CAT,http://www.catcoins.org/,
791,Gapcoin,https://coinmarketcap.com/currencies/gapcoin/,GAP,http://gapcoin.org,
792,Eurocoin,https://coinmarketcap.com/currencies/eurocoin/,EUC,http://eurocoin-euc.com/,
793,Advanced Internet Blocks,https://coinmarketcap.com/currencies/advanced-internet-blocks/,AIB,http://aib.iobond.com/,
794,ParallelCoin,https://coinmarketcap.com/currencies/parallelcoin/,DUO,http://parallelcoin.info/,
795,Marscoin,https://coinmarketcap.com/currencies/marscoin/,MARS,http://marscoin.org/,
796,Hexx,https://coinmarketcap.com/currencies/hexx/,HXX,,
797,AquariusCoin,https://coinmarketcap.com/currencies/aquariuscoin/,ARCO,http://aquariuscoin.com/,
798,ZoZoCoin,https://coinmarketcap.com/currencies/zozocoin/,ZZC,https://www.zozocoins.com/,
799,Dalecoin,https://coinmarketcap.com/currencies/dalecoin/,DALC,http://dalecoin.org/,https://t.me/dalecoin
800,GameUnits,https://coinmarketcap.com/currencies/gameunits/,UNITS,http://gameunits.org/,
801,Bolivarcoin,https://coinmarketcap.com/currencies/bolivarcoin/,BOLI,http://bolicoin.com/,
802,SpaceCoin,https://coinmarketcap.com/currencies/spacecoin/,SPACE,http://spacecoin.info/,
803,Blakecoin,https://coinmarketcap.com/currencies/blakecoin/,BLC,http://www.blakecoin.org/,
804,bitBTC,https://coinmarketcap.com/currencies/bitbtc/,BITBTC,http://bit.ly/BitShares_BTC,
805,Marijuanacoin,https://coinmarketcap.com/currencies/marijuanacoin/,MAR,https://marijuanacoin.net,
806,ICOBID,https://coinmarketcap.com/currencies/icobid/,ICOB,http://icobidplatform.net/,
807,Kayicoin,https://coinmarketcap.com/currencies/kayicoin/,KAYI,https://www.xn--kay-lua.net/,
808,ETHGAS,https://coinmarketcap.com/currencies/ethgas/,EGAS,http://www.ethgas.stream/,https://t.me/ethgas
809,Motocoin,https://coinmarketcap.com/currencies/motocoin/,MOTO,http://motocoin.org/,
810,RevolverCoin,https://coinmarketcap.com/currencies/revolvercoin/,XRE,http://revolvercoin.org/,
811,ChessCoin,https://coinmarketcap.com/currencies/chesscoin/,CHESS,https://chesscoincommunity.com/,
812,Quatloo,https://coinmarketcap.com/currencies/quatloo/,QTL,http://quatloos.org,
813,Argentum,https://coinmarketcap.com/currencies/argentum/,ARG,http://www.argentum.io/,https://webchat.freenode.net/?channels=#ARGCurrency
814,Bitcoin Planet,https://coinmarketcap.com/currencies/bitcoin-planet/,BTPL,http://bitcoin-planet.net/,https://telegram.me/BTPLCOIN/
815,Sativacoin,https://coinmarketcap.com/currencies/sativacoin/,STV,https://www.sativacoin.io/,
816,RouletteToken,https://coinmarketcap.com/currencies/roulettetoken/,RLT,https://smartplay.tech/,
817,Cannation,https://coinmarketcap.com/currencies/cannation/,CNNC,http://www.cannationcoin.com/,
818,eBitcoinCash,https://coinmarketcap.com/currencies/ebitcoin-cash/,EBCH,https://www.ebitcoincash.io/,https://t.me/ebchcoin/
819,Independent Money System,https://coinmarketcap.com/currencies/independent-money-system/,IMS,http://independentmoneysystem.com/,
820,ReeCoin,https://coinmarketcap.com/currencies/reecoin/,REE,http://reecoin.com/,
821,BitTokens,https://coinmarketcap.com/currencies/bittokens/,BXT,http://www.bittoken.pw/,
822,GlobalBoost-Y,https://coinmarketcap.com/currencies/globalboost-y/,BSTY,http://globalboost-y.com/,
823,PX,https://coinmarketcap.com/currencies/px/,PX,,
824,Jin Coin,https://coinmarketcap.com/currencies/jin-coin/,JIN,http://jin-coin.info/,
825,Bit20,https://coinmarketcap.com/currencies/bit20/,BTWTY,http://www.bittwenty.com/,https://t.me/joinchat/BdGiiAyHOiLHs4oiHqV2Kg
826,X-Coin,https://coinmarketcap.com/currencies/x-coin/,XCO,http://x-coin.info/,
827,Rubies,https://coinmarketcap.com/currencies/rubies/,RBIES,http://rbies.org/,
828,Eryllium,https://coinmarketcap.com/currencies/eryllium/,ERY,https://eryllium.com/,
829,SongCoin,https://coinmarketcap.com/currencies/songcoin/,SONG,http://www.songcoin.org,
830,300 Token,https://coinmarketcap.com/currencies/300-token/,300,http://300tokensparta.com/,
831,Helleniccoin,https://coinmarketcap.com/currencies/helleniccoin/,HNC,http://www.helleniccoin.gr/,
832,SecureCoin,https://coinmarketcap.com/currencies/securecoin/,SRC,http://securecoin.org/,
833,Honey,https://coinmarketcap.com/currencies/honey/,HONEY,http://honeycoin.info,
834,TEKcoin,https://coinmarketcap.com/currencies/tekcoin/,TEK,http://tekcoin.org/,
835,Philosopher Stones,https://coinmarketcap.com/currencies/philosopher-stones/,PHS,http://philosopherstones.org/,https://bitcointalk.org/index.php?topic=830427.0
836,Virta Unique Coin,https://coinmarketcap.com/currencies/virta-unique-coin/,VUC,http://www.virtauniquecoin.com/,
837,FUNCoin,https://coinmarketcap.com/currencies/funcoin/,FUNC,http://www.funcoin.io/,https://telegram.me/FUNCoin_En
838,SatoshiMadness,https://coinmarketcap.com/currencies/satoshimadness/,MAD,,
839,QuazarCoin,https://coinmarketcap.com/currencies/quazarcoin/,QCN,,
840,Bitgem,https://coinmarketcap.com/currencies/bitgem/,BTG,http://www.bitgem.pw/,
841,Evotion,https://coinmarketcap.com/currencies/evotion/,EVO,http://evotion.info/,
842,GPU Coin,https://coinmarketcap.com/currencies/gpu-coin/,GPU,http://gpucoin.usedgpus.com/,
843,SOILcoin,https://coinmarketcap.com/currencies/soilcoin/,SOIL,http://soilcoin.xyz/,
844,Mao Zedong,https://coinmarketcap.com/currencies/mao-zedong/,MAO,,
845,CompuCoin,https://coinmarketcap.com/currencies/compucoin/,CPN,http://compucoin.org/,
846,Zurcoin,https://coinmarketcap.com/currencies/zurcoin/,ZUR,"http://shai102.wix.com/zurcoin , http://zurcoin.org/",
847,EagleCoin,https://coinmarketcap.com/currencies/eaglecoin/,EAGLE,https://eaglepay.io/,https://t.me/eaglecoinworld
848,Grantcoin,https://coinmarketcap.com/currencies/grantcoin/,GRT,http://www.grantcoin.org/,
849,Global Tour Coin,https://coinmarketcap.com/currencies/global-tour-coin/,GTC,http://www.gtccoinclub.com/,
850,BumbaCoin,https://coinmarketcap.com/currencies/bumbacoin/,BUMBA,http://bumbacoin.com/,
851,Flaxscript,https://coinmarketcap.com/currencies/flaxscript/,FLAX,http://flaxscript.org,
852,PayCon,https://coinmarketcap.com/currencies/paycon/,CON,https://paycon.pw/,
853,Bolenum,https://coinmarketcap.com/currencies/bolenum/,BLN,"http://bolenum.com/ , https://bolenumexchange.com/",
854,eREAL,https://coinmarketcap.com/currencies/ereal/,EREAL,https://ereal.cash/,https://t.me/e_Real
855,Virtacoinplus,https://coinmarketcap.com/currencies/virtacoinplus/,XVP,"https://www.virtacoin.plus/ , https://www.virtacoinplus.eu/",
856,Acoin,https://coinmarketcap.com/currencies/acoin/,ACOIN,https://acoin.info/,
857,RonPaulCoin,https://coinmarketcap.com/currencies/ronpaulcoin/,RPC,http://www.ronpaulcoin.com/,
858,Spots,https://coinmarketcap.com/currencies/spots/,SPT,https://bitcointalk.org/index.php?topic=615513.0,
859,Money,https://coinmarketcap.com/currencies/money/,$$$,http://moneyfoundation.github.io/moneypage/index.html,
860,MustangCoin,https://coinmarketcap.com/currencies/mustangcoin/,MST,,
861,Remicoin,https://coinmarketcap.com/currencies/remicoin/,RMC,http://www.remicoin.org/,
862,Gold Pressed Latinum,https://coinmarketcap.com/currencies/gold-pressed-latinum/,GPL,http://www.scificrypto.info/gpl/index.htm,
863,iDice,https://coinmarketcap.com/currencies/idice/,ICE,https://idice.io/,
864,CacheCoin,https://coinmarketcap.com/currencies/cachecoin/,CACH,"https://www.cachecoin.cc/ , https://www.cachecoin.net/",
865,Digital Rupees,https://coinmarketcap.com/currencies/digital-rupees/,DRS,https://www.digitalrs.me/,
866,Kronecoin,https://coinmarketcap.com/currencies/kronecoin/,KRONE,https://bitcointalk.org/index.php?topic=2068475.0,
867,Solarflarecoin,https://coinmarketcap.com/currencies/solarflarecoin/,SFC,http://solarflarecoin.us/,
868,Neuro,https://coinmarketcap.com/currencies/neuro/,NRO,http://neurocoin.org/,https://t.me/neurocoin
869,NevaCoin,https://coinmarketcap.com/currencies/nevacoin/,NEVA,https://nevacoin.net/,
870,Creatio,https://coinmarketcap.com/currencies/creatio/,XCRE,https://xcreatio.com/,
871,Luna Coin,https://coinmarketcap.com/currencies/luna-coin/,LUNA,https://bitluna.org/,
872,Flycoin,https://coinmarketcap.com/currencies/flycoin/,FLY,,
873,SproutsExtreme,https://coinmarketcap.com/currencies/sproutsextreme/,SPEX,,
874,BipCoin,https://coinmarketcap.com/currencies/bipcoin/,BIP,https://bipcoin.org/,
875,Coinonat,https://coinmarketcap.com/currencies/coinonat/,CXT,http://www.coinonat.org/,
876,VectorAI,https://coinmarketcap.com/currencies/vector/,VEC2,http://vector-blockchain.com/,
877,GoldPieces,https://coinmarketcap.com/currencies/goldpieces/,GP,http://goldpieces.net/,
878,HempCoin,https://coinmarketcap.com/currencies/hempcoin-hmp/,HMP,http://hempcoin.com/,
879,EcoCoin,https://coinmarketcap.com/currencies/ecocoin/,ECO,http://www.ecocoin.us/,
880,BnrtxCoin,https://coinmarketcap.com/currencies/bnrtxcoin/,BNX,http://www.bnrtx.com/,
881,BitQuark,https://coinmarketcap.com/currencies/bitquark/,BTQ,http://www.bitquark.info/,
882,Aerium,https://coinmarketcap.com/currencies/aerium/,AERM,"https://www.aerium.info/ , https://www.aerium.co/",https://discord.gg/kTeyty7
883,TajCoin,https://coinmarketcap.com/currencies/tajcoin/,TAJ,http://tajcoin.tech/,
884,Impact,https://coinmarketcap.com/currencies/impact/,IMX,http://impact-coin.com/,
885,Torcoin,https://coinmarketcap.com/currencies/torcoin-tor/,TOR,http://torcoin.org/,
886,BenjiRolls,https://coinmarketcap.com/currencies/benjirolls/,BENJI,http://benjirolls.cf/,
887,Comet,https://coinmarketcap.com/currencies/comet/,CMT,https://cometcoin.com/,
888,Allion,https://coinmarketcap.com/currencies/allion/,ALL,http://www.trollpay.com/,
889,Rupaya,https://coinmarketcap.com/currencies/rupaya/,RUPX,http://www.rupayacoin.org/,https://t.co/hrjiNGFSUW
890,Beatcoin,https://coinmarketcap.com/currencies/beatcoin/,XBTS,http://beatcoin.info/,
891,Theresa May Coin,https://coinmarketcap.com/currencies/theresa-may-coin/,MAY,http://www.theresamaycoin.com/,
892,LeaCoin,https://coinmarketcap.com/currencies/leacoin/,LEA,,
893,HealthyWormCoin,https://coinmarketcap.com/currencies/healthywormcoin/,WORM,http://healthyworm.com/,
894,Metal Music Coin,https://coinmarketcap.com/currencies/metal-music-coin/,MTLMC3,http://metalmusiccoin.pw/,
895,ZetaMicron,https://coinmarketcap.com/currencies/zetamicron/,ZMC,,
896,BOAT,https://coinmarketcap.com/currencies/doubloon/,BOAT,http://boatcoin.net/,
897,JavaScript Token,https://coinmarketcap.com/currencies/javascript-token/,JS,http://javascripttoken.pagedemo.co/,
898,Debitcoin,https://coinmarketcap.com/currencies/debitcoin/,DBTC,https://debitcoin.xyz/,
899,BoostCoin,https://coinmarketcap.com/currencies/boostcoin/,BOST,https://bitcointalk.org/index.php?topic=601965.0,
900,AntiBitcoin,https://coinmarketcap.com/currencies/antibitcoin/,ANTI,http://anti.cash/,
901,Master Swiscoin,https://coinmarketcap.com/currencies/master-swiscoin/,MSCN,https://www.swisopensource.com/,
902,G3N,https://coinmarketcap.com/currencies/genstake/,G3N,http://www.g3n.info/,
903,VapersCoin,https://coinmarketcap.com/currencies/vaperscoin/,VPRC,,
904,Useless Ethereum Token,https://coinmarketcap.com/currencies/useless-ethereum-token/,UET,"https://uetoken.com/ , http://www.uselesstoken.com/",https://discord.gg/uXXwzVh
905,AllSafe,https://coinmarketcap.com/currencies/allsafe/,ASAFE2,https://allsafetoken.com/,
906,ExchangeN,https://coinmarketcap.com/currencies/exchangen/,EXN,http://www.exchangen.com/,
907,PlayerCoin,https://coinmarketcap.com/currencies/playercoin/,PLACO,http://www.playercoin.world/,
908,Cashcoin,https://coinmarketcap.com/currencies/cashcoin/,CASH,https://cashcoin.cash/,
909,Tychocoin,https://coinmarketcap.com/currencies/tychocoin/,TYCHO,https://tychocoin.com/,
910,Veros,https://coinmarketcap.com/currencies/veros/,VRS,https://veros.org/,
911,LiteCoin Ultra,https://coinmarketcap.com/currencies/litecoin-ultra/,LTCU,http://www.litecoinultra.com/,
912,WomenCoin,https://coinmarketcap.com/currencies/women/,WOMEN,https://www.women-coin.com/,https://discordapp.com/invite/68r7FUN
913,Blackstar,https://coinmarketcap.com/currencies/blackstar/,BSTAR,http://blackstarotc.com/,
914,Cthulhu Offerings,https://coinmarketcap.com/currencies/cthulhu-offerings/,OFF,http://cthulhu.tk/,
915,Iconic,https://coinmarketcap.com/currencies/iconic/,ICON,http://iconicproject.com/,
916,Printerium,https://coinmarketcap.com/currencies/printerium/,PRX,http://printerium.info/,
917,SwapToken,https://coinmarketcap.com/currencies/swaptoken/,TOKEN,http://trollpayment.com/,
918,Ripto Bux,https://coinmarketcap.com/currencies/ripto-bux/,RBX,http://riptobux.com/,https://wavesplatform.slack.com/messages/C4JLSCDJ9/
919,EGO,https://coinmarketcap.com/currencies/ego/,EGO,,
920,MiloCoin,https://coinmarketcap.com/currencies/milocoin/,MILO,http://www.milocoin.info/,
921,bitEUR,https://coinmarketcap.com/currencies/biteur/,BITEUR,http://bit.ly/BitShares_EURO,
922,Roofs,https://coinmarketcap.com/currencies/roofs/,ROOFS,https://www.roofs.business/,
923,AnarchistsPrime,https://coinmarketcap.com/currencies/anarchistsprime/,ACP,http://www.anarchistsprime.info/,
924,Braincoin,https://coinmarketcap.com/currencies/braincoin/,BRAIN,,
925,Vault Coin,https://coinmarketcap.com/currencies/vault-coin/,VLTC,http://vltcoin.org/,
926,Slevin,https://coinmarketcap.com/currencies/slevin/,SLEVIN,,
927,GameBet Coin,https://coinmarketcap.com/currencies/gamebet-coin/,GBT,https://www.gamebet.gg/,
928,CybCSec,https://coinmarketcap.com/currencies/cybcsec/,XCS,https://cybcsec.com/,
929,SocialCoin,https://coinmarketcap.com/currencies/socialcoin-socc/,SOCC,,
930,DIBCOIN,https://coinmarketcap.com/currencies/dibcoin/,DIBC,https://dibcoin.us/,
931,GeertCoin,https://coinmarketcap.com/currencies/geertcoin/,GEERT,,
932,Californium,https://coinmarketcap.com/currencies/californium/,CF,http://www.californium.info/,
933,Argus,https://coinmarketcap.com/currencies/argus/,ARGUS,https://www.argusnetwork.co,
934,Asiadigicoin,https://coinmarketcap.com/currencies/asiadigicoin/,ADCN,http://asiadigicoin.org/,
935,KingN Coin,https://coinmarketcap.com/currencies/kingn-coin/,KNC,http://kingncoin.com/,
936,PRCoin,https://coinmarketcap.com/currencies/prcoin/,PRC,https://prcoin.io/,
937,Unrealcoin,https://coinmarketcap.com/currencies/unrealcoin/,URC,,
938,Ride My Car,https://coinmarketcap.com/currencies/ride-my-car/,RIDE,http://www.ridemycar.net/,
939,iBank,https://coinmarketcap.com/currencies/ibank/,IBANK,,
940,Litecred,https://coinmarketcap.com/currencies/litecred/,LTCR,http://litecred.com/,
941,Credence Coin,https://coinmarketcap.com/currencies/credence-coin/,CRDNC,http://www.credencecoin.co/,
942,High Voltage,https://coinmarketcap.com/currencies/high-voltage/,HVCO,http://www.highvoltagecoin.tech/,
943,Coimatic 2.0,https://coinmarketcap.com/currencies/coimatic-2/,CTIC2,http://coimatic.org/,
944,Coimatic 3.0,https://coinmarketcap.com/currencies/coimatic-3/,CTIC3,http://coimatic.com/,
945,B3Coin,https://coinmarketcap.com/currencies/b3coin/,B3,"http://b3coin.net/ , http://b3coin.io/",https://discordapp.com/invite/ARpuv79
946,Elysium,https://coinmarketcap.com/currencies/elysium/,ELS,,
947,PonziCoin,https://coinmarketcap.com/currencies/ponzicoin/,PONZI,,
948,ImpulseCoin,https://coinmarketcap.com/currencies/impulsecoin/,IMPS,http://www.impulsecoin.io/,
949,LevoPlus,https://coinmarketcap.com/currencies/levoplus/,LVPS,http://levoplus.com/,
950,Bitvolt,https://coinmarketcap.com/currencies/bitvolt/,VOLT,http://bitvolt.co/,
951,CrevaCoin,https://coinmarketcap.com/currencies/crevacoin/,CREVA,http://www.crevacoin.com/,
952,Cabbage,https://coinmarketcap.com/currencies/cabbage/,CAB,http://www.cabbage.tech,
953,BioBar,https://coinmarketcap.com/currencies/biobar/,BIOB,http://biobar-crypto.ml/,
954,Magnum,https://coinmarketcap.com/currencies/magnum/,MGM,https://www.mgmcoin.org/,
955,Rawcoin,https://coinmarketcap.com/currencies/rawcoin2/,XRC,http://rawcoin.co/,
956,FuturXe,https://coinmarketcap.com/currencies/futurexe/,FXE,https://futurxe.io/,
957,NodeCoin,https://coinmarketcap.com/currencies/nodecoin/,NODC,,
958,Ulatech,https://coinmarketcap.com/currencies/ulatech/,ULA,https://ulatech.com/,
959,GeyserCoin,https://coinmarketcap.com/currencies/geysercoin/,GSR,http://geysercoin.com/,
960,Concoin,https://coinmarketcap.com/currencies/concoin/,CONX,http://www.concoin.com/,
961,Project-X,https://coinmarketcap.com/currencies/project-x/,NANOX,,
962,Selfiecoin,https://coinmarketcap.com/currencies/selfiecoin/,SLFI,,
963,Tristar Coin,https://coinmarketcap.com/currencies/tristar-coin/,TSTR,http://www.tristarcoin.com/,
964,Enigma,https://coinmarketcap.com/currencies/enigma/,XNG,http://www.enigmacoin.exnet.su/,
965,HarmonyCoin,https://coinmarketcap.com/currencies/harmonycoin-hmc/,HMC,https://www.hmc21.co/,
966,Digital Credits,https://coinmarketcap.com/currencies/digital-credits/,DGCS,http://dcredits.com/,
967,Ebittree Coin,https://coinmarketcap.com/currencies/ebittree-coin/,EBT,https://www.ebittree.com/,
968,Digital Money Bits,https://coinmarketcap.com/currencies/digital-money-bits/,DMB,http://dmb.cryptoinfo.net/,
969,Abncoin,https://coinmarketcap.com/currencies/abncoin/,ABN,https://aviabitcoin.com/,
970,CaliphCoin,https://coinmarketcap.com/currencies/caliphcoin/,CALC,http://caliphcoin.eu/,
971,SuperNET,https://coinmarketcap.com/currencies/supernet-unity/,UNITY,http://supernet.org,
972,Photon,https://coinmarketcap.com/currencies/photon/,PHO,http://www.photoncc.com/,https://t.me/photon19
973,IntenseCoin,https://coinmarketcap.com/currencies/intensecoin/,ITNS,https://intensecoin.com/,https://discord.gg/f3XQgA3
974,GCoin,https://coinmarketcap.com/currencies/gcoin/,GCN,https://gcn.zone,https://discord.gg/vWCW8QV
975,Virtacoin,https://coinmarketcap.com/currencies/virtacoin/,VTA,https://www.virtacoin.world/,
